Portfolio Manager ID,Property Name,Address,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes
3950672,Richmond Mills LP,2095 E Willard St,19134,Other,77930,1905,1,884843600,Not Available,7708120.1,Not Available,Not Available,Not Available,98.9,103.9,2271.8,409.1,PECO Service Center is 24/7 operation and key location for storm response.  LEED-EBOM Gold Certified.
1273633,PECO G and Luzerne Service Center,400 G Street,19124,Other,22230,1951,1,775618005,1027837.7,1204816,Not Available,Not Available,Not Available,100.4,202.1,0.2,194.1,
3683056,3010 Market Street,3000-18 Market Street,19104,Other,80000,1895,1,883074000,3400781.3,1021486.5,Not Available,2185431.3,Not Available,110.1,239.7,1816.9,678.4,
3950687,Gimme Shelter LLC,2127 Gillingham St,19124,Other,51829,1920,1,884639700,5829644.3,Not Available,Not Available,Not Available,Not Available,112.5,353.2,0,738.2,
3064021,Wells Fargo Center,3601 South Broad Street,19148,Other,825000,1996,1,788020600,98016831.1,Not Available,Not Available,Not Available,Not Available,118.8,373.1,18616.8,12412.6,
3267063,Medical Exam Building,321 University Ave,19104,Other,85000,1970,1,783532000,9206667.8,999216,Not Available,Not Available,Not Available,120.1,352.4,591.7,1218.9,
3788171,1600 Broad Associates,1600-36 North Broad St,19121,Other,95045,2006,0,882938305,8085075.2,3626188.9,Not Available,Not Available,Not Available,123.2,307.2,2087.2,1216.3,
4014168,MARKETPLACE DESIGN CENTER,2400 MARKET STREET,19103,Other,356000,1921,1,884054000,42540440.7,1510879.2,Not Available,Not Available,Not Available,123.7,379.7,3301,5467.4,
3117089,Hamilton/Furness,320 S. Broad Street/1499 Pine Street,19102,Other,116264,1876,7,772508001,6263224.2,8329155.2,Not Available,Not Available,Not Available,125.5,244.4,3511.8,1235.2,
3820151,Schmidts Retail,180 W. Girard Ave.,19123,Other,127470,2011,1,882932475,11354416.1,899441.1,Not Available,Not Available,Not Available,132.5,395.8,9260.9,1485.6,
1585726,Hamilton Village,220 S. 40th Street,19104,Other,82452,1974,1,882937900,11154725.4,Not Available,Not Available,Not Available,Not Available,135.3,424.8,5860.1,1412.6,
4054750,Grant Plaza,1651 Grant ave,19116,Other,60380,1984,1,882069415,1303906,6876497.5,Not Available,Not Available,Not Available,135.5,187.4,Not Available,530,
3281349,House of Correction Complex,8003 State Road,19136,Other,830754,1927,5,881449900,25248510,87401590.2,Not Available,Not Available,Not Available,135.6,205.9,39601.1,7836,
3892826,4301 Delaware Ave Unit A,4301 Delaware Ave Unit A,19137,Other,52000,1955,1,884211510,8419475.1,0,Not Available,Not Available,Not Available,161.9,508.4,202.7,1066.2,
3642385,The Racquet Club of Philadelphia,215 South 16th STreet,19102,Other,81960,1907,1,882887800,5444521.6,745867.1,Not Available,7325444.2,Not Available,164.9,325.7,6541.6,1377.7,
3830390,Salvation Army Kroc Center,4200 Wissahickon Ave,19129,Other,130620,2010,1,776293510,13366052.8,13058898.9,Not Available,Not Available,Not Available,202.3,426.3,2544.6,2385.7,
3893226,La Salle #6,625-635 E Wister St,19144,Other,284736,1904,9,776008010,18873918.1,42429711.2,Not Available,Not Available,Not Available,215.3,364.6,3257.8,4641.9,
3879811,Fox Chase Cancer Center,333 Cottman Ave,19111,Other,1086260,1947,10,778022500,103572897.8,61758555.2,Not Available,Not Available,Not Available,271.5,640.5,47193.8,16393.8,
3577830,3240 S. 78TH STREET,3240 S. 78TH STREET,19153,Other,21512,1980,1,884166000,1066088.3,5262613.8,Not Available,Not Available,Not Available,294.2,412.5,149.2,414.3,
2848414,Center for advance medicine,3400 Civic Center Blvd,19104,Other,1386775,2005,3,773740100,189050355.9,Not Available,Not Available,187632243.9,Not Available,346.7,754,50079.3,40557.6,
3884965,Headhouse Retail,1131 Market Street,19107,Other,107000,1990,2,883705100,17606885.6,Not Available,Not Available,21441475.9,Not Available,364.9,757.8,123.8,4128.1,
3679279,SugarHouse Casino,1001 North Delaware Ave,19125,Other,108420,2010,1,882028200,45546651.5,4917324.6,Not Available,Not Available,Not Available,465.4,1366.7,6590.6,6028.9,
1182097,1192-Nortech,2000 Kubach Rd.,19116,Other,124190,1990,1,883033800,58645967.8,Not Available,Not Available,Not Available,Not Available,472.2,1482.8,2461.6,7426.8,
3912172,New Covenant Church of Philadelphia,7500 Germantown Ave,19119,Other,331000,1893,13,775165500,5318414.1,215750319.4,Not Available,Not Available,Not Available,667.9,734.9,3504.4,12123.8,
3580128,1100-1142 Market St.,1100-1142 Market St.,19107,Other,195899,1916,1,882508200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,"Our Property is not the typical House of Worship. We reside on 38 acres and 14 buildings. In fact, our church building occupies less than 20 percent of the GFA. Our estimate of kBtu/sf is 100 to 133."
1571993,Mellon Independence Center,701 Market Street,19106,Other,810000,1853,1,883249500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3964499,Chapel Manor,1104 Welsh Road,19115,Other,54819,1973,1,881435400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
4139490,Viking Mill,2019-53 e. boston st,19125,Other,74125,1885,2,884346690,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
1134770,PA0000BG - BYRNE GREEN COMPLEX,600 ARCH STREET,19106,Other,1834559,1970,1,781208400,57220389.8,48250280.7,3506718.1,Not Available,87,63.7,136.4,28055.9,10026.9,
3512103,20606,100 E ARMAT ST,19144,Other,64668,1905,1,883377060,2279495.8,Not Available,Not Available,Not Available,46,70.5,221.4,93,288.7,
3637376,United Cerebral Palsy Association,102 E. Mermaid Lane,19118,Other,180000,1945,0,775527010,2978715.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,934.9,Not Available,
3788380,OUR LADY OF VICTORY HALL,12645 DUNKS FERRY RD,19154,Other - Education,11869,1996,0,778144000,200049.3,386524.5,Not Available,Not Available,Not Available,49.4,87.1,35.6,45.8,
4135078,Lenfest Center,3890 N 10th St,19140,Other - Education,52512,2007,1,777253420,1724928.4,1106889.4,Not Available,Not Available,Not Available,53.9,125.3,51.3,289.7,
3877243,St. Monica Sr. School,2500 S 16th st,19145,Other - Education,53616,1971,1,773200000,1082379.5,2130016,Not Available,Not Available,Not Available,59.9,105.1,392.8,250.1,
3884096,Esperanza,4231-4261 N 5th Street,19140,Other - Education,181098,1930,1,883003900,6163436.8,5911401,Not Available,Not Available,Not Available,66.7,141.1,623.4,1094.2,
3788376,HMS SCHOOL,4400 Baltimore ave,19104,Other - Education,80000,1885,0,773594600,2447387.3,3740611.6,Not Available,Not Available,Not Available,77.3,145.2,Not Available,508.4,
3657737,Historical Society of Pennsylvania,1300 Locust Street,19107,Other - Education,71316,1910,1,771739000,4159091.5,Not Available,Not Available,4817304.4,Not Available,134.1,273,1823.8,984.3,
3962102,LA Liberty,105 S 7th Street,191063324,Other - Education,50000,2003,0,883010510,7605873.4,576001.3,Not Available,Not Available,Not Available,163.6,489.7,1680.1,993.8,
3281341,Art Museum and Perelman Bldg,2600 Ben Franklin Parkway,19130,Other - Entertainment/Public Assembly,804000,1929,2,782513700,61261231.7,847072,Not Available,89408871.6,Not Available,188.5,374.1,29283.2,15719.1,
3971641,6000 Woodland Partners LP,6000 Woodland Avenue,19142,Other - Mall,97029,1972,3,882052200,402253.3,Not Available,Not Available,Not Available,Not Available,4.1,13,5005.2,50.9,
3883744,1330 Chestnut Street,1330-36 Chestnut Street,19103,Other - Mall,85000,1900,1,882497400,5547430.9,Not Available,Not Available,Not Available,Not Available,65.3,204.9,666.3,702.5,
3957443,3265 S 61ST ST &quot;Jerry's Corner&quot;,3265 S 61ST ST,19153,Other - Mall,55200,1955,1,882089000,2709085,1261536.7,Not Available,Not Available,Not Available,71.9,178.1,1179.9,410.1,
3783072,Great Northeast Plaza,2101-41 Cottman Avenue,19152,Other - Mall,278814,1960,13,882065120,15694507.4,6414334.5,Not Available,Not Available,Not Available,79.3,200.9,2157.8,2327.9,
3289919,Holmesburg Complex,8215 Torresdale Avenue,19136,Other - Public Services,716651,1896,3,786537201,5210656.3,7351227.5,243971.6,Not Available,Not Available,17.9,33.9,2771.5,1068.1,
3790331,NARA,14700 Townsend Road,19154,Other - Public Services,300000,1994,1,884292516,5571857.4,3975373.1,Not Available,Not Available,Not Available,31.8,72.2,Not Available,916.6,
3694574,Overbrook Shop,5320 West Jefferson Street,19131,Other - Public Services,200000,1994,1,521034500,6045982.1,7760680.6,Not Available,Not Available,Not Available,69,135.7,372.5,1177.5,
3694564,Woodland Shop,4901 Woodland Avenue,19143,Other - Public Services,262000,1985,1,773629501,5957352,15672168.7,0,Not Available,Not Available,82.6,134.2,1212.6,1586.2,
3884224,Boulevard/Unity District,4109 - 4111 Frankford Avenue,19124,Other - Public Services,52642,1950,1,883087200,3567228.9,1102059.1,Not Available,Not Available,Not Available,88.7,234.8,785.6,510.2,
3694569,Berridge Shop,200 West Wyoming Avenue,19140,Other - Public Services,475000,1955,2,884353345,26863187.8,28890396.1,0,Not Available,Not Available,117.4,241.4,3721.6,4935.2,
3694563,Midvale Depot,4301 Wissahickon Avenue,19129,Other - Public Services,443000,1996,1,884069525,25212295,31702286.8,2349174.1,Not Available,Not Available,133.8,259.2,14320.7,5049.6,
3690996,Allegheny Depot,2600 W. Allegheny Avenue,19132,Other - Public Services,208000,1986,1,884352645,9797899.2,19560061.8,0,Not Available,Not Available,141.1,246.7,5733.8,2278.9,
2705476,Callowhill Depot,5900 Callowhill Street,19151,Other - Public Services,213000,1913,1,884340559,9437660.2,21560963.8,Not Available,Not Available,Not Available,145.5,245.4,4158.4,2339.5,
2704868,Southern Depot,1900 Johnston Street,19145,Other - Public Services,217000,1924,1,773628000,10485758.4,26881994.5,0,Not Available,Not Available,172.2,281.8,6249.2,2754.6,
3694570,Courtland Shop,4529 North 3rd Street,19140,Other - Public Services,53000,1952,1,884351660,276453.9,10030299.1,Not Available,Not Available,Not Available,194.5,215.1,504.9,567.3,
3694576,Frankford Depot,Bridge Street &amp; Frankford Avenue,19124,Other - Public Services,102000,1957,1,884353875,9070280,11679621.9,294078,Not Available,Not Available,206.3,402.4,6579.1,1790.3,
2705460,Comly Depot,6000 Penn Street,19149,Other - Public Services,105000,1921,1,884353910,5607280.8,17139945.5,0,Not Available,Not Available,216.6,339.1,6606,1619.8,
3698115,Legacy Youth Tennis and Education Center,4600 Ridge Avenue,19129,Other - Recreation,77000,2006,1,784377500,1617202.7,626108.4,Not Available,Not Available,Not Available,29.1,74.5,1593.5,238,
3762536,"14,14A-Daskalakis Athletic Center / Recreation Center",3301 Market Street,19104,Other - Recreation,265093,1976,2,774530510,14765764.4,4430605.1,Not Available,10281144.8,Not Available,111.2,239.1,Not Available,3015.3,
3952012,10814 NE AVENUE,10814 NE AVENUE,19116,Other - Services,217560,1979,1,884240500,2933505.9,5496519.7,Not Available,Not Available,Not Available,38.7,68.9,329.1,663.2,
3369313,Fleet Shop 134,Front and Hunting Park,19125,Other - Services,59962,1968,1,884460965,3308274.9,8843883.7,Not Available,Not Available,Not Available,202.7,328.1,1139.3,888.4,
3877421,Belmont Center for Comprehensive Treatment,4200 Monument Road,19131,Other - Specialty Hospital,175462,1979,3,774012010,8739926.7,1176319.8,Not Available,Not Available,Not Available,56.5,163.4,8884.6,1169.2,
3774255,Fairmont Hospital,561 Fairthorne Avenue,19128,Other - Specialty Hospital,89344,1997,1,881436400,4748081.2,2373629.8,Not Available,Not Available,Not Available,79.7,194.8,7332.1,761.7,
3971353,Magee Rehabilitation Hospital,1513 Race St,19102,Other - Specialty Hospital,146912,1981,1,772046000,11934408.3,6316466.3,Not Available,Not Available,Not Available,124.2,300.2,6201.4,1846.5,
3685966,Friends Hospital,4641 Roosevelt Boulevard,19124,Other - Specialty Hospital,326010,1950,1,778031022,25463691.2,45614184.8,Not Available,Not Available,Not Available,218,392.2,13832.7,5645.4,
3959476,Shriners Hospital for Children,3551 North Broad St.,19140,Other - Specialty Hospital,172340,1997,1,777533101,18670030.7,605943,Not Available,33920388.1,Not Available,308.7,580.6,9467.9,5399.8,
1328441,The Children's Hospital fo Philadelphia,34th Street and Civic Center Blvd.,19104,Other - Specialty Hospital,4135887,1974,9,773000800,645858162.4,660429605.5,2393775.6,309066.6,Not Available,316.5,658.7,613385.8,117045,
3892164,Cancer Treatment Centers of America,1331 East Wyoming ave.,19124,Other - Specialty Hospital,237000,1924,2,778037515,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,"PECO Oregon Shops is a 24/7 operation,  multi-use facility including Electric Shop, Underground Field Crew Center and Training Facility for Field Crews."
3773931,WTXF TV,330 Market Street,19106,Other - Technology/Science,84596,1971,1,883011500,14338411.4,Not Available,Not Available,3811142.8,Not Available,238.2,651.2,773.8,2153.2,
3707307,PECO Oregon Shops,2610 S DELAWARE AVE,19148,Other - Utility,155863,1955,1,771601000,6768043.2,Not Available,Not Available,Not Available,Not Available,43.4,136.3,0.4,857.1,
3958035,Powerback Rehabilitation,1526 Lombard Street,19146,Outpatient Rehabilitation/Physical Therapy,103240,1818,1,881436700,6227111.5,12992318.7,Not Available,Not Available,Not Available,186.2,321.5,6432.3,1478.1,
3957591,Convention Center Parking,142 North Broad St.,19102,Parking,60480,1920,1,883410000,74441,Not Available,Not Available,Not Available,Not Available,1.2,3.9,Not Available,9.4,
4052093,Parking Deck 1,317 south 8th st,19107,Parking,220890,1963,0,771005200,1205609.7,Not Available,Not Available,Not Available,Not Available,5.5,17.1,Not Available,152.7,
3862680,Tuttleman Parking Garage,1700 South St,19146,Parking,156232,1985,0,772035000,875296.1,Not Available,Not Available,Not Available,Not Available,5.6,17.6,25.1,110.8,
3895425,Gateway Garage,1529 Spring Street,19103,Parking,423184,1991,1,782597700,2593641.4,Not Available,Not Available,Not Available,Not Available,6.1,19.2,34.7,328.5,
4104223,Amtrak Parking Garage,2931L Arch Street,19104,Parking,475200,2004,1,883410400,3079049.2,Not Available,Not Available,Not Available,Not Available,6.5,20.3,Not Available,389.9,
3998715,ONTARIO WEST PKG GAR,1450 W. Ontario St,19140,Parking,482000,1996,1,777574550,2571822.3,614267.4,Not Available,Not Available,Not Available,6.6,18.1,60.3,358.3,
3979429,PKG GAR_ LIACOURAS CTR,1700 N. 15TH STREET,19121,Parking,409339,1970,1,777573005,3079055,Not Available,Not Available,Not Available,Not Available,7.5,23.6,646.6,389.9,
3682894,Liberty Place,20 South 16th Street,19109,Parking,434000,1986,0,883422300,3445703.7,Not Available,Not Available,Not Available,Not Available,7.9,24.9,Not Available,436.4,
3959060,Rittenhouse Parking Garage,2000-04 Walnut Street,19103,Parking,80105,1989,1,883427700,638726.4,Not Available,Not Available,Not Available,Not Available,8,25,835.8,80.9,
3820208,PreFlight Airport Parking PHL,4700 Island Ave,19153,Parking,221000,1959,1,884171500,2331351.4,Not Available,Not Available,Not Available,Not Available,10.5,33.1,145,295.2,
3882220,8th & filbert,800-08 Arch Street,19107,Parking,158600,1962,1,781005000,1954339.3,Not Available,Not Available,Not Available,Not Available,12.3,38.7,Not Available,247.5,
3773802,MidTown Garage,1416 Chestnut St.,19102,Parking,97778,1984,1,883421500,1076756.6,186945.2,Not Available,Not Available,Not Available,12.9,36.6,12,146.3,
3790435,Wood Street Garage,306-20 N Broad Street,19102,Parking,282322,1994,1,772025500,3810299.8,Not Available,Not Available,Not Available,Not Available,13.5,42.4,Not Available,482.5,
3891006,10th & Ludlow,1025-29 Chesnut Street,19107,Parking,147208,1954,1,781051065,2085663.8,Not Available,Not Available,Not Available,Not Available,14.2,44.5,250.6,264.1,
3885295,Latimer Garage,1510 Latimer Street,19102,Parking,65540,1922,1,883424500,777910.1,Not Available,235497,Not Available,Not Available,15.5,40.9,48.3,116,
3579262,164-JUNIPER STREET PARKING GARAGE,101-103 JUNIPER STREET,19103,Parking,56997,2007,1,883404500,900128.6,Not Available,Not Available,Not Available,Not Available,15.8,49.6,21.5,114,
3891105,Market Street East,901-13 Filbert Street,19107,Parking,266700,1977,1,781092200,5135025.9,Not Available,Not Available,Not Available,Not Available,19.3,60.5,482.4,650.3,
3980267,BOYER PKG GAR on Tioga Street,3501 N BROAD ST,19140,Parking,188099,1970,1,777532901,3848736,Not Available,0,Not Available,Not Available,20.5,64.2,0,487.4,
3883003,Stephen Pang,1030-38 Race Street,19107,Parking,108108,1985,1,883430000,3037402.7,2646885.5,Not Available,Not Available,Not Available,52.6,113.9,2995.4,525.1,
3857948,Bourse Garage,400 Ranstead St.,19106,Parking,192322,1989,1,883409600,1665064.5,Not Available,Not Available,Not Available,Not Available,83.3,261.4,657.3,210.9,
4020021,12 SOUTH 23RD STREET,12 S. 23RD STREET,19103,Parking,138576,1981,1,883426600,5843097.8,Not Available,Not Available,Not Available,Not Available,93.6,294,662.7,740,
3859682,Sloane Honda,9903 Bustleton Avenue,19115,Parking,190638,1957,3,882174600,4451035.9,2954465.6,Not Available,Not Available,Not Available,116.5,268.8,680.1,720.5,
3689468,700 Duncan Building,700 Duncan Building,19106,Parking,184383,1979,6,883102000,9945628.6,Not Available,Not Available,Not Available,Not Available,120.3,377.8,4571.9,1259.5,
3885307,Walnut Bridge Parking & Storage,200 South 24th St,19103,Parking,138176,1913,1,884055850,10260566.4,11593.4,Not Available,Not Available,Not Available,159.5,500.3,2323.4,1300,
3736473,12th and Walnut,1201 Walnut Street,19102,Parking,233571,1979,1,883408500,3136941.3,Not Available,Not Available,Not Available,Not Available,191.4,601,1385.9,397.3,
3682858,Parkway Building,150 N. Broad Street,19102,Parking,173512,1987,1,883413000,3942989.1,512151.7,Not Available,Not Available,Not Available,219.9,637.7,785,526.5,
4112482,618-34 Market St,618-34 Market Street,19106,Parking,116996,1969,8,883405500,2323981.4,1186020,Not Available,Not Available,Not Available,243,591.3,Not Available,357.2,
3520886,146-MARINE CENTER - PIER #19,MARINE CENTER - PIER #19,19106,Parking,285000,2000,1,884018819,14808441.7,12332084.6,Not Available,Not Available,Not Available,258.5,566.2,5201,2529.8,
3632154,Terminal Complex,8000 Essington Ave.,19153,Parking,7186808,1953,1,N/A,549319716.8,310620542.8,Not Available,Not Available,Not Available,274.4,654.6,180176.5,86049.5,
3683011,12th and Filbert,1201 Filbert Street,19107,Parking,316013,2002,1,883430700,9775867.9,Not Available,Not Available,2232251.9,Not Available,413.9,1150.6,7846.5,1435.6,
3637445,Avenue of the Arts,1501 Spruce Street,19102,Parking,243057,2002,1,883423600,4788810.2,2673519.6,Not Available,Not Available,Not Available,432,1033.1,1834.6,748.3,
3884838,Hawk's Landing Parking Facility and Retail,2461 N. 54th Street,19131,Parking,168365,2008,1,774510100,4376094.7,4123410.6,Not Available,Not Available,Not Available,453.9,965,1559.7,773,
4056370,12th &amp; Sansom,123 s 12th st,19107,Parking,78000,1960,1,883403000,990849.2,Not Available,Not Available,Not Available,Not Available,495.4,1555.6,105.4,125.5,
3976339,"Philadelphia Chancellor, LP",1602-34 Chancellor St.,19103,Parking,117340,1952,1,883426100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
4142321,Penn Warwick Garage,1708-16 Chancellor St,19103,Parking,50000,1928,1,883421000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3892261,Academy of Music,240 South Broad Street,19102,Performing Arts,144080,1857,1,772727000,8429506.4,11990.2,Not Available,2569769.7,Not Available,76.4,205.3,3914.1,1295.6,
3773257,Kimmel Center for the Performing Arts,300 South Broad Street,19102,Performing Arts,468307,2001,1,772727205,22867705.1,35334963.2,Not Available,Not Available,Not Available,138.8,259.7,8340.9,4771.2,
3824714,laundry mall,413 E. Allegheny Ave.,19134,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",47000,1905,1,884526200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
3892839,4000 N American St,4000 N American St,19140,Police Station,117105,1945,1,884039000,2912202.4,256051.6,Not Available,Not Available,Not Available,27.1,80.4,825.9,382.4,
3858133,Germantown Women's Y,1240 E. Chelten,19138,Pre-school/Daycare,3248,1950,1,776670501,138990.9,610719.2,Not Available,Not Available,Not Available,230.8,331.8,216.8,50,
3281377,Riverside Correctional Facility,8001 State Road,19136,Prison/Incarceration,220000,2004,1,786504751,13806279.3,16267071.6,Not Available,Not Available,Not Available,136.7,274.7,32015.1,2611.7,
3981473,Hoffman Hall,3950 D ST - REAR,19124-4206,Prison/Incarceration,60160,1919,1,881439700,4127322.4,6428638.5,Not Available,Not Available,Not Available,175.5,327.6,12942.4,863.9,
4066717,Juvenile Justice Center,91 N. 48th St.,19139,Prison/Incarceration,160000,2013,1,783707500,11612666.9,17106948.4,Not Available,Not Available,Not Available,179.5,340.2,4.5,2378.5,
3281373,Philadelphia Industrial Correction Center,8203 State Road,19136,Prison/Incarceration,200000,1979,1,786504751,20291505.2,27767307.9,Not Available,Not Available,Not Available,240.3,464.4,90611.5,4043.4,
3281343,Curran Fromhold Correctional Facility,7901 State Road,22031,Prison/Incarceration,436250,1995,1,786504751,54866461.3,64769138.6,Not Available,Not Available,Not Available,274.2,550.8,106201.7,11035.4,
3281345,Detention Center,8201 State Road,19136,Prison/Incarceration,108960,1963,0,786504751,13328483.3,27898893.9,2014798.9,Not Available,Not Available,396.9,671.6,120161.8,3318.1,
4130420,Philadelphia Wholesale Produce Market,6700 Essington Avenue,19153,Refrigerated Warehouse,835000,2011,2,884161200,64280578.7,5121514.2,Not Available,Not Available,Not Available,101.3,302.5,200.2,8412.1,
3967891,Produce Garden,2041 - 2055 Coral Street,19125,Refrigerated Warehouse,58740,1950,1,884346250,1428945.6,Not Available,Not Available,Not Available,92,24.3,76.4,81.5,181,
3966784,3031 Red Lion Rd.,3031 Red Lion Rd.,19114,Refrigerated Warehouse,91828,1971,1,884289001,1632824.2,3562169.8,Not Available,Not Available,89,56.6,96.6,111.1,395.9,
3689997,Sysco Philadelphia Food Service Warehouse,600 packer avenue,19148,Refrigerated Warehouse,534870,1964,1,884142260,23033535.1,1836466.5,Not Available,Not Available,84,46.5,138.8,5589.9,3014.4,
3858135,Philadelphia Warehousing and Cold Storage,500 n Christopher Columbus Blvd,19123,Refrigerated Warehouse,335538,1891,1,884019029,14393655.1,245609.2,Not Available,Not Available,75,43.6,135.5,3442.9,1835.8,
3668236,"M. Levin and Company, Inc.",326 Pattison Avenue,19148,Refrigerated Warehouse,83150,1959,1,884143500,4687293,708133.1,Not Available,Not Available,60,64.9,185.9,142,631.2,
3790320,Procacci Brothers Sales Corp.,3333 S. Front Street,19148,Refrigerated Warehouse,315000,1958,1,884149000,22810820.2,7478846.4,Not Available,Not Available,48,96.2,252.3,4598,3285.6,
3815287,Procacci Brothers Sales Corp. B5,3501 S. Third Street,19148,Refrigerated Warehouse,99545,1968,1,884151000,7825377.6,Not Available,Not Available,Not Available,45,78.6,246.8,1373.6,991,
3783053,2100 Hornig Rd,2100 Hornig Rd,19114,Refrigerated Warehouse,89190,2001,1,884233810,6657549,252644,Not Available,Not Available,44,77.5,237.4,475,856.5,
3951344,Preferred Freezer Services-Phila,3101 South Third St,19148,Refrigerated Warehouse,168000,2007,1,884150410,15382814.3,184278.1,Not Available,Not Available,31,92.7,288.7,3307.2,1957.8,
3782623,Pier 82 South,2201 S. Columbus Blvd,19148,Refrigerated Warehouse,125000,1980,1,781053600,12450135.5,1495227.5,Not Available,Not Available,18,111.6,325.3,1827.3,1656,
3851366,Honor Foods,1801 North 5th Street,19122,Refrigerated Warehouse,94500,1983,1,884080210,11049748.4,29394.6,Not Available,Not Available,14,117.2,367.5,1318.8,1400.9,
4128418,1801 Building,1801 North 9th Street,19122,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",168718,1900,1,777630000,6276.7,9644.4,Not Available,Not Available,Not Available,0.1,0.2,0,1.3,
3951369,JM Auto Spot, 3711 Sepviva Street,19137,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",48000,1910,5,884201375,56447.8,Not Available,Not Available,Not Available,Not Available,1.2,3.7,Not Available,7.1,
3696167,Eastern Surplus,5825 Tacony St,19135,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80140,1950,2,884177825,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3862668,"Robb H, Inc. Office and Bldg #4",2900 Orthodox Street,19137,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6500,1960,1,#N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
2849421,Spruce Residence Hall,1224-34 Spruce Street,19107,Residence Hall/Dormitory,79412,1922,1,772508050,3711652.1,1333485.1,Not Available,Not Available,Not Available,63.5,164.4,2761.5,540.8,
2858164,Pine Residence Hall,1500-02 Pine Street,19102,Residence Hall/Dormitory,53577,1920,1,772516000,2579544.7,842275.7,Not Available,Not Available,Not Available,63.9,167.7,2744.8,371.4,
3893215,La Salle #2 (Katherine's and B&G),2006-50 W Olney Ave,19141,Residence Hall/Dormitory,80106,1983,2,776516000,4626190.9,3849565.8,Not Available,Not Available,Not Available,105.8,231.8,4233,790.1,
3893260,La Salle #1 (Resid Halls),2006-2050 W. Olney Ave,19144,Residence Hall/Dormitory,117005,1953,7,776516000,2456062,8717426.8,2843462.4,Not Available,Not Available,119.8,168.7,6052.9,984.7,
3137016,Connelly House,1212 Ludlow St,19107,Residence Hall/Dormitory,60000,2010,1,886717500,2601406.4,1068123.9,Not Available,Not Available,62,61.2,154.8,3289.1,358.3,
3569581,1007-15 W. LEHIGH AVENUE,1007-15 W. LEHIGH AVENUE,19133,Residence Hall/Dormitory,60000,1940,1,881134805,2251951,2538515.2,Not Available,Not Available,59,79.8,162.3,2181.6,419.9,
3641704,Martin Building,201 South 11th Street,19107-5595,Residence Hall/Dormitory,81525,1959,1,771019000,2813931,Not Available,Not Available,3767070,46,110.7,193.9,2235.2,818.6,
2851085,Juniper Residence Hall,311 South Juniper Street,19107,Residence Hall/Dormitory,79233,1923,1,772508070,3909749.4,4683922.3,Not Available,Not Available,29,108.5,217,5675,743.7,
3570108,2815 N. 17TH STREET,2815 N. 17TH STREET,19132,Residence Hall/Dormitory,60000,1945,1,881427010,3485842.5,3763151.4,Not Available,Not Available,23,120.8,248.3,6603.7,641.1,
3954691,420 s. Second Street,420 South 2nd Street,19147,Restaurant,195154,1950,1,883406500,23718.9,Not Available,Not Available,Not Available,Not Available,0.2,0.7,1304,3,
3962326,castor,1509 e erie ave,19124,Retail Store,60000,1945,1,882120009,927040.4,845016,Not Available,Not Available,Not Available,29.5,63.3,43.4,162.2,
3958808,"Sunny Spring, LLC",1424 Chestnut St,19102,Retail Store,93000,1920,0,883324400,4690947.3,Not Available,Not Available,Not Available,Not Available,50.4,158.4,766,594,
3957286,City Avenue Shopping Center,7720 City Line Avenue,19151,Retail Store,110843,2000,1,882085000,6009528.3,6103423.5,Not Available,Not Available,Not Available,109.3,228.1,4805,1084.9,
3773373,FORMAN MILLS 106,4806 Market Steet,19139,Retail Store,52656,1920,1,884247008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
3790434,jerusalem,5691 rising sun ave,19120,Retail Store,5440,1950,1,884116400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
